sentence,sentiment
1st viewer hio🤗💪,positive
Wah bhaiya .ekdam mast ho..chacha k pranam kahbu,positive
Pancho anguliyan kabad debau re,positive
"सही कहलु भईया , फर्क पड़े हैं😊☺",positive
चाचा ता मूंछ अइठ  रहे हैं 😂😂,positive
बहुत बढ़िया लिखलो हअ जी,positive
Jiya ho magadhiya lala,positive
असली देशी वीडियो आवे वाला समय में चैनल छा जयते 👌👌,positive
De dehu Tani Like Share Subscribe De dehu  Haanth Joda hiyo Bhaiwa... Videowa Share Kar dehu 🙏🙏,positive
MH bhojpuri bhashi Bani...lekin hmra maithli  bad Nik lage chhi.,positive
जिया हो बिहार के लाल।❤️,positive
Vidhayaki se pahile hum gadi chhene halio🤣😂😀😃,negative
Bc+mc= BMC(C COMMON) Nailed it...garda ho,positive
hamre khud bhaiya hateen,positive
"मुम्बई से मगधी, और भी कमाल लगो हो",positive
Chotka bhai k etna mar kahe dilhu ho???,negative
आईख भईर गेल,neutral
"जय हो बिहारी भईया , तोहनी लोग के इतना प्यारा भरा वीडियो देख के ,हमनी सब भी बहुत खुस हो गैनी हो 😂😂😂 🙏🙏🙏 हम त तोहनी दूनो के फैन हो गैणी जा हो 😂😂 जय हिंद खान सर 🙏🙏🙏",positive
Humhu bombay mein janam laliye par ab bahut koshish kar rahal hiye aapan magadhi sikhe ke,positive
Pahile ghar me mama (dadi) kissa sunawa halthin oo m ego lok geet hailai mai maral khatwas patwas baaap maral jamuna ji k teer bahini k leg nag dularua bhaiya mangat bhik. Takin pta kariyega aaj bhi uha p log ii kahawat jana hathin ki na??,negative
हमरो करा द भइआ 21 के हई ...bihar police,negative
सुन के रूह खड़ा हो गेलो जब पूरा दिन इंग्लिश बोल के थक जाहिए ने तो रतिया में मैया से १० मिनट अपन मगाहिया में बोल बतिया के ने सुकून मिलो हाई ने की की कहियो दिल भर गेलो सुन के 😘♥️♥️♥️♥️♥️♥️♥️😘😘♥️♥️♥️♥️♥️♥️♥️♥️♥️😥😥😥😥😥😥😥,mix
Inkar raaj m aaj tak koiyo paricha shi se naye holo ho ,negative
बहुत करेज हौ इनका में इतना भयानक पहाड़ पे चढ गैलो। आशान न है जी। Proud है जी proud. Thanks Bhaiya इतना बढ़िया vedio खातिर।,positive
ह ह ह मजा आ गेलु भैया😂,positive
ई सब देख के हमरो अपन गांव के याद आ ग्लो। जे खुसी गांव में हौ उ शहर में नाइ हौ भईया।।।,positive
कहां कहकू,neutral
"शेयर करियेगा भैवा , जेतना हो सके करियेगा , मनोरंजन के साथ साथ सामाजिक मुद्दों पर सरकार की पोल भी जम कर खोलेंगे, पिछले वीडियो में ब्लॉक की परेशानी बताने पर ब्लॉक सतर्क हो गया है और तुरंत कार्यवाही शुरू कर दी। ऐसेही आगे भी बहुत से मुद्दों पे बोलेंगे , लेकिन लाभ सबको तभी पहुंचेगा जब ढेर मानी सब्सक्राइबर रहेंगे। वीडियो शेयर करिये ज़्यादा से ज़्यादा ❤️❤️💖❤️❤️ सप्पोर्ट कर हु 💖🙏💖🙏",mix
चचा तो गरमाईल हथिन एकदम।,positive
Bihar me bahar h   kursi kumar h 😃,negative
मगहिया के तो हमनिये से ने है आशा,positive
Bejod kam karrriyh bhaiya,positive
Bhai ab in logo ki relae krna jaruri ho gya hai,positive
बढ़िया ह! लेकिन हम अभी तो पढाई  📚लिखाई मे ही लटकल हीव☹️!  हमरा वाला पियरी 🟡 गमछिया 😍 ! It's memory of Patna 7 Nov 2019 Rally,positive
Keep going bahut badhiya karte haa tuni❤,positive
Ty bhai for awareness about this fraud  ty bhai once again,positive
बहुते सुंदर 👌👌,positive
Papa papa kahe ja h😀😀😀😀😀😀,positive
Mobilewa ke screen lock kr lehu na to kuch chalu ho jaito😂,positive
"क्या गाया है भाई, मगर फेकुआ और पलटू चाचा के समझ में आव है कहां",negative
Kl video banabe m bahut let kar deluhal ji... Hame tohar video ke dekhe lagi 11 :30tak wait kailuhal. Samjh gailu... miss you thala,positive
Thik ka koi lu he ji,negative
Magahi ke to hamaneyai se aasa,positive
बिहार के कउन जिला में तोरा घर हओ भाई?,positive
जैतना तारीफ काईल जाई कम हो भैया 🙏🙏🙏🙏🙏🙏🙏🙏,positive
बढ़िया सन्देश देलहुन्हे हो इ विडीओवा से 😊 गया ज़िला के तरफ से वंदन अभिनन्दन हव तोहनि दुनू के 🙏,positive
"जहानाबाद आएल ह भईया मिले के मन करीत हव कहिना तक रहेके ह व , सुंदर वीडियो",positive
Ek dam sahi bol delu ki 😂😂😂 sub khali paper me chhap ke derab hako sub to miljul ke kha hako 😂😂😂😂😎😎😎,negative
Hehehe Phonewe Kat Gaile 😁😁😁😁,negative
खोरठा आर मगही के बोलियां एके जेसन हे,mix
खूब बढ़िया लगलई हो अबकी किस्सा पूरा करी ह 👌,positive
Great Job bhaiywa 👍,positive
नाखून काटे के ट्रेनिंग हमहूं कर लेते हैं...  हमको भी अपने टीम में शामिल करिएगा न त..? 😄,positive
पुलिस भाई वाला लिंकवा डालहूं जी,positive
Karejbu ke chakr 😀,neutral
Dil khush ho jaa hawa tohr video dekh ke bhaiya,positive
ई होलै ना बात वाह,positive
युगल भाई के भी कट बलवा एक दम मस्त लगित हव😀😀,positive
E ka ho gelawa jugal bhai,negative
ta question out karke bahali kartai tb Bihar ke waise hi na haal rahtai chachatu sarkar ke gariya ke video banaiye tb sarkar ke aankh khultai,negative
कटिहार में त मार हो गेलइ !!!☺️,negative
Ki karbo Bhaiya je Nitesh Kumar ke vote dalke bohe bhukate hai !,positive
Din bhar style :,neutral
Sahi bole thau bhaiyaab hmhu sachet rhbo,positive
का गजब के विडियो बनावा हु जी💐💐,positive
08:41 साग भात 😂😂😂😂😂,negative
आई बप्पा हमरो पढ़े के मना करो लग्लो हमरो,positive
Gaya patna me to dosar rajya Wala trainwe na khole delkai sab ,positive
Bhaiya hum proud feel Kara hakiye..... Magadh always rise,positive
बहुत ही मार्मिक भईया 😢,positive
#Kesav Bhi Wahi Rutwa Wahi Chaal😂😂❤️❤️❤️,positive
बड़ा अच्छा लागो हय जी जब YouTube जैसन Platform पर अपन भषवा सुनहियो👏👏👏👌👌👌💐💐🌞🌞,positive
Ab unkhara video me shakal v dekha del jayeje se ki hmni aao jhoom jaiyay aao humach humach k videoyia share kr diyai,positive
Maaja aa gelo bahiya,positive
जय छठी मईया🙏🙏🙏,positive
बिसलेरी के बोतल में दारु भरले हिये background में 😂,positive
"मैग्गी तो कभी कभी शौक से खाय के चीज़ है चच्चा। औ भूंजा के तो बाते अलग हको। चावल,चना औ बेदाम मिक्स कर के हरिअर मिचाय औ काला नमक के साथ खाहो तो। मज़ा आ जैतो।",positive
Dil khush kar delhu ki🥰🥰🥰 Ekdum relatable ho 👍👍🙏,positive
Dil chhu galo  Jai magadh jai bihar!,positive
मने कहे के मतलब मार के धुँआ उड़ा देलकै जीअह अहा,positive
Sudh Maithili bajba k le aaha hamar confidence boost key lon tahi lel  aanha k  bahut bahut dhanyawad bhaiya.Aur aanha k prayas k hm bhut jyada appreciate k rahal chhi.,positive
"Story majedaar hau ❤️ Bas Tani , Tani kahi kahi awajwa jade aawe ho ,   Dinwa me kidwa k awajwa lgya delko hai, kahi kahi   Or Tani kahi kahi camera angle aro achha hoy ske hlo , baki sab dheere dheere sikh jaibe ...hmra ummid hauu , bhut badiya hau ...lagal rah bhaiwa bhojpuri cinema nhi , web serieswe sahi ... ❤️",positive
Bhaiya hm aapke bhaut brde bale dost hain love you bhaiya ❤️,positive
वाह यो कुटुम्ब अहा ते कमाल काए देलये,positive
Student बन के गेलहुं हले भइया आउ सर के अगल बगल बैठ गेलहुं  ई तो bollywood के फिल्मो के तरह ryt और left hand बन गेलहुँ😉😊😊,positive
सीक्रेट रखबी,neutral
Ka hotai padh k??  Mba(Internstional Business) krkr LNMI-patna se b placement na hau teachero quality k na ho  Au ka khiyo bola placment khtm hau company jada naa rahal hau ee college mey jetey abey k chahii averagr uhooo na abait ho company,negative
Ee  Jo bolal bada nu maza aa gail ho  Ehe batwa ladikan log ke samajh aa jai tah ee Jo film mein dikhwat ha nu sab jhuth samajh mein AA jai aur pakad mein aa jai lagal raha babua log  Bihar ke izzat tu log Hawa log  bhagwan tahra sabke lamba umar desh Ant mein eehe kahal chaham ki jiya ho Bihar ke lala jiya tu hazar saal jiya tu hazar saal ,positive
Ekra kahal ja hai sata k marna,negative
Bahut nimman laglo jiAisne video aur banaiyahtohar chanelwa dekh ke gama ke badi yad awa hako,positive
Gey maiyaa😂😂😂😂🤣,negative
Ehi baar out ho gelai he,negative
The line dhoniya k aankh mein camera hay..😍❤️❤️,positive
तोर पापा के साथ जोड़ी देख के अच्छा लगलाऊ हम जब पापा से इसब बात क र हली तब पापा पढ़े ला भेज दे हल्थी😃,positive
Mast video h re bhai ek dumme hilaual hau ho bhai,positive
सही मे हो गलै युगल भाई l,positive
चाचा जी के विचार बहुत ही उत्तम है... मगही  बॉयस के सब्सक्राइबर से निवेदन है कि वह इस चैनल को ज्यादा से ज्यादा शेयर करें और हमारी मातृभाषा को अन्य लोगों तक पहुँचावे  धन्यवाद,positive
"तू लोग के सलाम हउ भईवा , जबरदस्त video बनावे हे , मन खुश हो जा हउ तोहर video देखकर ।।",positive
बिस्वजीत भईया आप हमर दिल की बात बोल देल 👍👍👍🙏🙏🙏,positive
आज भी बिहार पुलिस के सिपाही के परीक्षा के question आउट हो गेलो,negative
Adhik se Adhik Share karke Apan Pyar dehu Ee Gaana ke ...Trending me Laa Dehun ❤️🙏😘😘 Jay Magadh  Jay Bihar Jay Hind,positive
वियाह कब कर रहलूं हे???अपने करथिन वियाह तब न हमनीं के नम्बर अइट भैया,positive
Bra mja ailo tohni k bat sun k,positive
गर्दा कर देल जा भाई लोग एक दम बढ़िया  एकदम अच्छा लागल❤️❤️ & खान सर को सपोर्ट करते रह लोग🙏🙏🙏 बहुत बहुत अच्छा लागल 👍👍👍👍,positive
शान  ह तोहनी  मगही के,positive
ई वीडियो बेस लगलो होत्तो त एकरा ज़रूर शेयर कर देहु हलक और रोज़ भगवान के सुकरआदा करहुं हलक अगर माये बाबू जी के प्यार दुलार मिला हको काहेसेकि ढेर के नसीब में ई दुलार न रह हई 🙏🙏🙏❤️🙏🙏🙏,positive
बहुत अच्छा काम कर रलू ह भैया सचे मे,positive
"अगर पूजा कीजियेगा  बिहार में....  तो गोली लगेगा कपार में, नीतीश  के सरकार में.... 😭 #मुंगेर",negative
Aag lga delhu bhaiya,positive
बड नीक लागल मगही सूइन क,positive
9:00 बिसलेरी के बोत्तल में कोची हो भइया?😂😂,negative
बहुते धन्यवाद हको बेजोड़ टीम के ई वीडियोवा ले जी,positive
विशुद्ध मगही गया के हई,negative
"आई हो vp भैया  हमनी के कुछ करे परी हो न त ई हमनी के भाई बहिन उठ के चल जएतीन फिरो तानी नीतीश बाबू के  क्लास लागहु न तब न मज्जा आयते मर्दे एकदम खत्म आदमी ह हो  साला 15 साल से सुतल था आज तक कुछो किया ह हो,",negative
Mast bhaiya ham rohtas se hai bhojpuri language,positive
Hmme bihar sharif k hi hiyay...😂😂,positive
अरे भैया आपने तो धनरूआ का लाई का छोड़ ही दिए ... वैसा लाई वर्ल्ड में कही नहीं देता है ..... प्लीज़ धनरूआ के लाई के बारे में लोगों को बताए....,positive
Uncle k jaghiyabpr chcha kahmi na ho Ta jade maja aitay bhaiwa 👌ye kya kah tahe hain aap E bala bolhe t achha na lagahau ho,positive
"Bhi tohin ke video jharkhand me khub chlto,tani jharkhand ke bh naam le lio bich bich me,hm jharkhand se hio ar hmra acha magahi bolal awo ho",positive
"!!जिस शहर का निव ही..  कट्टा ,पिस्टल और बारूद से बना हो..   उस  शहर  मे  आकर...  तुमने गोली  कैसे चला दी...   अब  तुम  झेलो  हमारे शहर  मुँगेर  का  जावाबी  कार्यवाही....            """"जिला- मुँगेर"""" जी हाँ जहाँ के बच्चा बच्चा बन्दुक  बानवे ला ऊही ""जिला - मुँगेर"" काहावे ला!!",negative
जुगल भईया से काम कारवाहु ढ़ेर गदराएल हथुन खाली लड़की के फेर में स्मार्ट बनते हथीन आउ देह गैंडा बनले हथीन,negative
दिल को छु लेता है जय बिहार,positive
magadh desh ke magahi vhasha yaha n chaltau dushra vhasha,negative
"एकदम गर्दा बा हो भाई जी 🔥🔥🔥 शानदार,जबरदस्त,जिन्दाबाद 💪💪💪",positive
Bhaiya je bola tohr creativvity chaand tk h tohr hmesha dkh k lagat hh ki hmr bdka bhaiji sb machaan p baith k btiya rhle ho,positive
Ka BolLu 😀😀😀😀😀😀😀,neutral
गजब की टाइलेंट छवियां,positive
"ए भाएवा, तनी सुक आऊर बङा विडियोवा बनाही हो.. बड़ी जल्दी टाइमा बित जा हओ, जेरी सुक और बड़का बनाईमी तऊ और मजा आईतई हो, हमर बतीया पर धियान देहीं हल..  बाकी सब बड्डी झकास हलौ।।",positive
भईया मगहीया खातिर कुछ करा भईया,positive
Essi tarah se es hamare murkh samaj ko..unki khamio ka aaena dikhate rahiye.. bhaiya 😔🙏,positive
Muhva me mut detao🤣🤣,negative
Abar nitiswa gelay,negative
एकदम इनिस बना दिहिस,positive
सौ बात के एक बात - बेजोड़,positive
Baaj ke tarah urana hai to in titaleeyo ke sath chhor do,mix
धन्यवाद भइयवाँ बड़ी बढ़िया बात बतईले जय मगध,positive
गजब लिखलह हो सून के मियाज हरियर हो गेलय,positive
"Khan Sir, Rahul Sir, Pradip Sir Kautilya gs teaching centre  ई सब सर के भी लेहु video m",positive
औरंगाबाद के छोड़ देली सर,neutral
Ekdum thik laglo g,positive
Gjb hai bhai bde bhai ki respect krna koi aapse seekhe ..  Bhut hi bdhiya ba .  Mja aa gaiyl.,positive
Jiyo hmr Yugal bhaiya and VP bhaiya,positive
शानदार लाजवाब गर्दा करती👌👌👍,positive
कंठी माला पहनके के भईया अंडा रॉल खा हाहु 😄,negative
Bah!! Bhaiya majha aa gya song sunkar,positive
मैडम तोरा मगही बोले आवाहो । क्या ?   ये वाला सिन बहुत खरनाक हवा भईया।,positive
Bahut achha laglawa ji dil ke chhu gelwa,positive
E ka bol rhe hain aap😂😂😂😂♥️♥️♥️🤗🤗🤗🤗🤗🤗,positive
Great work bhaiwa😍🤩,positive
😒😒😒 nitish Kumar patna k naam dubaa delkhayi sala pura sahar k duba delkhaaiy he,negative
❤️❤️ lallantop bhai ji,positive
"नीतीश जी के अबकी भारी मत से जीताहू , एकदम पटना के वेनिस बना देलखिन , अबकी बार मत करहु विचार , एक नम्बरर हखीन नीतीश कुमार ।  उनखा जीताहू त गया के, बिहारशरीफ के,नवादा के, जमुई के, बाढ़ के, हिलसा के, जहानाबाद के, अरवल के, मोकामा के, नालंदा और राजगीर सबके वेनिस बना देथुन।  शेयर करहु खूब हुमच के , पूरा बिहार में फैला देहु बात के",positive
हमरो दऽ न भिया चाॅकलेटवा 😙,positive
5 साल बाद पता चलातो na ki तु मुखिया हूं 🤣🤣😜😜,negative
अत्यंत सुंदर प्रस्तुति भईया... आगे भी प्रतीक्षा रहेगा ❤️!!,positive
"बेरोजगारी औ कदाचार के औ ओकर शिकायत करे के एरा से बढ़िया परिचर्चा न देखलियो ह । युगल भाय, विश्वजीत भाय एगो शानदार कोमेडी जोड़ी हथीन,  लेकिन असली नायक त चच्चा हखींन । सबके परनाम  जय मगध !",mix
खान सर के भी विडिओवा वनाही देहु आउ का,positive
Hila diye bhaiya jioo,positive
You are great uncle superb line and good thought of life .....bolal jaiii to chacha ekdam dhaasu bollahu  chacha  bhagwaan kere khub tarakki keraa bhaiya ekdm sahi jaabe thahuuuu..... 😍😍🥰😍😍,positive
Jio bro kal Garda uda dege,positive
Haha😂😂are bhaiya ee toh real acting huaa aaj........ Bahut achi apne samaj ko sandesh dya hai...,positive
ऊ एगो आऊँ हलों गोल मटोल ऊ आजकल ना दिखीत हाओ जी,positive
बहुत बेस हमर तरफ से सबलोग के बधाई,positive
बिहार में बाढ से बहुत प्रभावित हुए हैं घान की खेती कौसे हो पाएगा हर साल बाढ़ आ जाता है अभी भी बाढ़ आ हुआ है 🙏🙏🙏🙏,negative
हमनी के ही अपन ई भाषा के बचावे पड़तै जी,positive
Bahut Maza aawa hawa bhaiya tohar video Dekh ke,positive
Ham magadhi boys ka full support karta hu dil❤ khol kar 💪💪💪,positive
I am proud to be part of Magadhi boys 🤘❤️,positive
बढ़िया सन्देश देलहुन्हे हो इ विडीओवा से 😊,positive
ही ही ही ।बड़ी झकास  तोहनी दुनो के एक्टिंग हको जी ।मज़ा आ गेलू भैवा,positive
"जबरर्दस्त  विधायक जी , बहुत अच्छा लगलो , दुनो आदमी के अभिनय 😘",positive
Video Ke sab Koi 10 Log Se Kam Se Kam Share Karihaa. Jetna Karmahun Otna Badhiya Rahto Magadhi Bhaasa Laagi. 😊. Aa Tohani Sab Ke Comment Padha Hiyo. Badi Pyaar Kara haa Tohani. Love You sab Ke. 🥰,positive
गांव में आके मोटा गेल हो है भाई जी,negative
रुला देहला हो भाई प्रणाम🙏,positive
Chacha ke larke !!! Outstanding ❤️🔥,positive
Unexpected song created by u . भईया तोहनी सब के प्रयास से ही मुर्दा सरकार जगतो।🙏🙏🙏🙏🙏,mix
Biharsharif ka v dikhaiyi kvi😁😁,positive
"लगता है भईया जी हमनी के पैसा बंद करवा डेम्हू का ,,, कुछ पॉजिटिव बोल डेंहू 😂😂😂😂😂😂",negative
हम काले हैं तो क्या हुआ दिलवाला हैं...... गर्दा उड़ा देलोहो मर्दे। ज़बरदस्त मज़ा आ गेलो और प्रभावित भी बहुत कईलको। लागल रहा। जय हिन्द। जय बिहार।,positive
Jiye ye Bihar ke laal❤  Unexpected ending 😎,positive
मजा आ गैलो रे भाईवा😂😂😂,positive
मन प्रफुल्लित हो गेलो ❤️❤️❤️,positive
Gajab video hau bhaiya,positive
तोर विडीयो देख के गॉव के याद आवो हय. भौया. 😢😢😢😢,positive
"आपके बाबूजी कंहा है ,,बहुत दिन से दिख नही रहे हैं,,बहुत ज्ञानी आदमी है,,अगला वीडियो में उनको लेकर आहो खल,,हमनी बड़ी बेसब्री से इंतजार कर रहलिये है उनखा,",positive
Gopal Jee One Of the Youngest Scientist IN india🙏 He Comes To our School!! I literally very glad To Gopal jee!!  ऐसे ही लोगो को हमारे बिहार मे जरूरत बा!!❤️,positive
"लोक गीत हर वक़्त जना जाल, उस समय के। का चल रहल ऊकरा के दिखावे कतीर्।  बहुत बढ़िया एक लोग गीत। जय मगध , जय बिहार, जय माँ भारती।",positive
"mtlb Nitish chacha ko Heart attack se marrea k maneaga ,dono aadmi ho ...",negative
Parwalpur lalganj se bhaiya tohar घर jaye के रास्ता me mil तो,positive
E kavita sunkar hmr dil ro gelw bhiwa aur ka khu Bs itne khbu bhai great job,positive
6:33  Uncle v bahut majakiya hai... Anushka bhauji aail halai ka ho.....  Best line..,positive
Aha mithilakshar par ek tutorial video bana sakai chiye? Dhanyawad e leson ke lel,positive
"भइया, ई गनवा के सावन ऐप्प पे डलवाहुँ ..callertune लगैती हल। जे बोला लेकिन एकदम हिला देलहुँ.👌👌",positive
"Vishwajeet bhai के कमी खल गेलो यार.. 😑😑 उतना मजा नई आइलो, उनखर expressionwa बड्डी झकास रहो हाओ.. 😣😣",mix
Dil chhu gelo kavitawa Sun ke sachhe me apan matra bhasa kaise chhor sakaliye h,positive
Bah re bhaiya likh delhu ki ek dum jhakash kavita,positive
नम्बर आउ लिंक न देलहुँ भईया,positive
😂😂😂 अंचरा ओढ़ के दिल भेजे बोल देने 😍😍,positive
Share kar delio ha  Sadia karhia ta bolahia,positive
Sir ekago film banaho ne magahi me,positive
4 कुर्सी ego p hume baithaba ka😆,negative
"Pakka maar ho jata, matha phoot jata",negative
Apne ke kaun sa jila par hai sar,positive
Bahut badhiya lagalo g ekdme Dil chhu lelko,positive
Tu tu bahut barihya se bolu hu,positive
बहुत मज़ा आया अपना खुद का भाषा सुन्हे में😂,positive
E chacha khaini uni khiyab n😂😂😂🤣🤣🤣,mix
"Muzai maira mama ghr yaad aa gya... Aurangabad,bihar. Maghi language.. 👌 Maira ghr Ara  Bhojpuri boltai h....aur mama ghr maghi..  Bhojpuri + maghi =Me..  😂 but maghi language mst h.. Nice video",positive
Dil ke chu lelkai,positive
Chacha ke muchh pr t jila hil jai ho👍👍👍👍,positive
Are gajab hawa marde......  👍👍👍👍👍,positive
मगही में..... बनचुकरी कहल जाहै है...,positive
मंगरू भाई जिंदाबाद 😀😀😀 बड़ी कमीना हवअ मंगरूआ😂😂😂😂,negative
hamhun taiyarri choor dilyei hai 2020 main.lost all hope in this pandemic.,negative
"Hindi bole Laglhu jee, Patna ke Hawa Lag Gelo ka😀😂",negative
विकिया विक्कीया अरे विकिया,neutral
Dharti k sabse khatam CM h ko Nitish kumar,negative
Hmro Bihar police ke exam hairai😂,negative
Shaandaar jabardast jindabaad bhaiwa 🤣👌🙏,positive
Bahut bariya se gabu ho,positive
लुंगी कहां से मंगबैलु ह,positive
dil chu lles !!!,positive
भाई सचो में दिल छू गेलव,positive
बहुत अच्छा स्मझाइल्हो भैया,positive
Thanku बिहारी बाबू,positive
Jay jay marde,positive
Jaan hai to jahan hai  Thik k nii gaili bhaiya 😊😊,positive
Humro bihar chhai pradhan ge bahina,positive
भोजपुरिेया के त हमनिये से न आसा होखे के चाही ?,positive
Phutani paad rhehni he gazzab 😂😂,positive
Maghi k shaan jai bhaiya g jio,positive
"Smriti, jupiter एके मे हो गैलै जी ।",negative
Hanste hanste pet dukha gele ge maiya😂😂😂jiyyyo Magahi boys!,positive
Tohi phonba kr ke puchh le hu na,positive
मनमा खुश होगेलई की😂,positive
Jioo.. maja aa gelo video dekh ke,positive
"Aaaa, aaaaa, bus bus ho gale 🤣🤣🤣🤣🤣😂😂😂😂😂😂",negative
पापा न बोललथिन हल टीवी में देखली हल😂😂,positive
भईया तोहार आवाज मगही भाषा के नया पहचान देतो। बहुते निमन बात। #subscribed,positive
Bhiya ego film bnawa na bdi man lga ho tohani k videowa dekh k,positive
#magadhiboy iss viedo mai acting kie kami  thi or bolne ka language pata hi nahi chal raha tha  uguali kishor hi sahi hai bhai  plzzz aap unhi ko lie kr aayea,negative
Bhaiya Patna me Rahman sir ke paas aahu एका baar.... बड़ी beshabri se इन्तेज़ार हो तोहनी लोग के 🙏🙏,positive
उ मौसा थोड़ो नो हली.. 😄😄,negative
"☹️, badi sunne k mann karit hai",positive
Humra pas f15 hau bhai😂😂,positive
"सब शेयर कर डेमी।न तो एहि में कहा हियौ ,त कहा हिं, की कहा है।",positive
Jhola Jhakad,positive
Bhiya toho massshahb ke parnam  bol debu hmra trf  se,positive
Garda🔥,positive
Hamro bahut accha lagle video. Kaheki khud hm e bhasha boleeea. Thank u so much bhaiya. Aisane video banate rahyo.,positive
अजी हमनी सब इस्लामपुर के ही भैया तू परवलपुर से हु न जी,positive
Ai re jugla tu viswajitwa ke Ghare rahe hi ki viswajitwa tora hi Raha ho,negative
चाचा k gif banal h😁😁😁🤣🤣,positive
bhkkk burbkk🤣😂,negative
Jia ho Bihar ke lala 🥰,positive
great scarsem lakin yeh nita sab beshram hoge lan hai yeh logon k 3 mazal 4 manzal makan haye yekar sab k janta se ki mtlb haye,negative
हमरा लगलौ न की VP भैया युगल भाई के फिर कोई  तैयारी के लिये ले गेलु । युगल भैया confused.,mix
बहुत खूब कहे भाई...... इन जैसे को तो जीने का कोई हक नहीं हैं....... वे ये सब करने से पहले एक बार अपने घर के माँ और बहनो  को याद कर लेते तो इस प्रकार का घिनौनी दुष्कर्म करने के बारे मे सोचते ही नहीं |,negative
jai hu 🔥🔥🔥🔥🔥,positive
कुछो बोल्हिं,neutral
तोहनी के बीडियो देख के बड़ी मजा अवा हवा अइसने अइसने मजेदार बीडियो डालल करा,positive
के किलको जी dislike एकरी Maiy** के 😠,negative
Bhut accha apne magadhiya bhasa k abhi k samay me bole la sikhawait hu,positive
बहुत बडका फैन हियो भिया हमहू उन्खर khan sir हमू सपोर्ट कर हियो तोहरा।,positive
"नहीं sir आज के बिहार के नकिया सुनिए, दारू ,भांग,लफूया गिरी कीजिये और बिहार में तरकी कीजिये,बिहार में नॉकरी ,या डिग्री ,सव ,मिल जाता है, नया बिहार, का नया नियम है भई हो।🤔🤔🤔☹️☹️☹️पैसे से खरीद लेते हैं,",negative
Phonma mai kauchi kauchi to khulit hab ji 😂😂😂😂,positive
Ek dm Khatarnaak bhaiya ...  Badi dikkat hai bhaiya .. sarkar nay jiye deto ...,negative
"बलिया कैसे छटा हूं जी, एकदम मस्त लग हो",positive
Ham ta comment padhai eliyai ya,positive
Pura gali delu Islampur bala number per,negative
Bahute badhiya hako jilagal raho,positive
Krishna bhagwan v leke bhagalkhin hal,positive
Tu aapn tension  na l re....mast 👌😂,positive
भैय्या हमहू बिहटा के है,positive
जय मिथिला भैईया 🙏🙏🙏  हम नेपाल से    हमरो सब के मैथिली भाषा भोलैइ छि भैइया,positive
मगही गीत सुनेके हको त link पर click कर द😊😊😀,positive
एकदम बढ़िया मर्दे 😂 लागल रह 🥰,positive
गाली रियल में निकल्ल्ल हलवा भाईयो,positive
A nice and motivational short movie. Keep it up JUGLA. अच्छा लगलाऊ 🙏🏻 जय भवानी,positive
Log bahar nikalala ke bad apan bhasha bhula jata log bada afsos k bat ba ab ka kahi,negative
विशु भैया आपका आवाज़ बहुत लाजवाब हको जी,positive
"बहुत बढ़िया करहहु भाई। चचा के तो बाते अलग हई। शिक्षित, सम्वेदनशील, प्रगतिशील अउ लोकतांत्रिक विचार रखले हथी भाई वाह। उनका जमाना में यूट्यूबो न हलइ। तैयो इतना साफ आउ मजबूत बिचार के धनी हथी। वाह! बहुत शुभकामनाएँ।",positive
A bhaiya Tu sab apan check na Karela,negative
Jai bhunja 😂,positive
मतलब क्रश के नम्बर कभी गलतियो से न देना है अप्पन दोस्त सब के 😂😂,negative
Humra Dil chhoo lelhi bhaiya tuhamar apan bhaswa se bahut pyaar hau,positive
7:19. Bela chakan,neutral
Kha se hu ji,neutral
Kucho Vajjika mein prastut ke priyaojna karu,positive
कसम से भईया जी एक दम बेजोड़ हलो 10000000₹ के कविता,positive
"भाई तुम्हारा लिस्ट तो गजब ha ❤️ bhy इक टोला मेरे  को  भी दो ?😂   🔥       HAPPY                      HOLI             जय बिहार,जय हिन्द ?",positive
मगहिया कइसे छोड़ी देबय मगहिया प्राण हैय,positive
Jitna bar bhi dekha tohni ke video man e na bhara hawa,positive
"Jiya ho Bihar k Lala, congratulations dr saheb aise hi sab logal k khayal rakha Magadhi boys k v subhkamna",positive
Gajab ka व्यंग्य kailhu bhaiya. Manipur wala haal hai. Magadh ke naam aau ooncha kra bhaiya.,mix
"Love You सब दर्शक के, खूब देखा और दिखावा सबके 😍😘",positive
"हम्मे बतावा हियो का चल रहलो होत दुन्नो टीमा में, New Zealand :-Ross :- ""आएँ हो ई 4 गेंदा में 2 रन कईसे बन्तो"" India:- Rohit "" अरे....शमिया, तू खैनिया बनाव ,आव हियो ठोक के। कहा ही रे राहुलवा चलहि न हम्मे हियो न यार",negative
❤❤❤❤jio ho bihar ke lal❤❤❤❤,positive
Share karhun na ji!! SHARE Kahe na kara hahun? Share karbhu tab na dawaab bantayee,positive
Itihaas banabe ke hai😀😀😀😀😀😀😀😀😀😀😀,positive
तोहर बतिया में तो बहुते बड़का तथ्य छुपल हको लेकिन तु अपन मनवा के भड़ास निकाल देलहु!!!!!!,negative
Bdi achha laglo Sr asne video bnayte rhiya👌👌,positive
Na Abhi okra chhathi ka dhood yad dila datiol hal,negative
Vp bhaiya Jabbar prabhu,positive
Phonwa to laga leta hal😁,neutral
"Last line , तोहनिओ के खेत कोडवावे ला होतऊ त जुगला के बोला लिहा .....😂😂😂😂😂",positive
