sentence,sentiment
बहुत अच्छा लगता है आपको देख कर,positive
"Too good bro , Gov ko mirror dikhane ke liye",positive
Good nach .ka roul kiya haii .,positive
Pura bhiga bhiga ke liya jaa rha h..hehe...still proud to be a Bihari,mix
Ek bihari crores pe bhari❤🤭 sab sir ke naam ke piche pada h..sir tussi great ho,positive
जय श्री राम,positive
ये अगर हिंदी में रहता तो देश के कोने कोने से लोग देखते,positive
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏Magadhi भाषा में इस कविता को बुक में publish करना चाहिए  Super है पूरा फिलिंग है आज के समाज का thanks you guru ji 🙏🙏🙏🙏🙏🙏🙏🙏🙏,positive
"वाह बहुत सुंदर शारदे मां के संगीत की प्रस्तुति , जूली झा जी अहां हमर हार्दिक बधाई",positive
बहुत बढ़िया अच्छा वीडियो।  गुड।,positive
मौसा 😜,negative
❤❤❤❤❤🙏  JAI MITHILA  JAI MAITHILI 🙏,positive
Hum west up ke log thoda Bihar ke log se thoda hate karte h magar mujhe apki languages bhut pasand aai h mujhe apka culture bhut pasand aaya hai great hote ho bhai aap log,positive
Are paasi...   caste supremacy jis din hatega usi din industry chalega Bihar me..,positive
Vishu bhaiya aapki voice me ye song..uff really u sang very well..ap aise hi aage badhte rho..m always wid uh bhaiya😍😍love u 😘,positive
Sabhi log Twitter pe #shameonmungerpolice ko trend me kro Our saare kutte ko saja dilwao🙏🙏,negative
Jay shree Ram 🙏🙏🙏🙏🙏,positive
जान दे देंगे इस गुरु जी के लिए🙏🙏🙏,positive
जय श्री राम,positive
Khan sir or magdhi boys zindabad 🙏🙏,positive
"मजा आया देख कर केशव भाई का एक्टिंग और चार चांद लगा दिए, विश्वजीत भाई के पिताजी का दौरा दौरि वाला सिन भी जबर्दस्त था, बाबा का एक्टिंग तो शुरू से अंत तक लाजवाब था मजा आ गया देख कर सभि कलाकार को दिल से धन्यवाद 🙏",positive
हम students  की जरुरतें कम है सहाब इस लिए हमारी आवाज मैं दम है  इसका पता अब हम करवा के रहगे,negative
अनोखा आंदोलन...... काश बेरोजगारों को आवाज सुनले सरकार........ 👍🇮🇳,positive
Sab chij man liye.....liye yakeen mano kota ek alag feeling hai,positive
absolutely correct told bhaiya jee jamui se h,positive
OM NAMAH sHIVAY  Nice video  Jai bholenath 🙏🙏,positive
"जला दी है चिंगारी अभी तो शुरुआत है,  संभल जाओ टाइम है नहीं तो दिखा देंगे युवाओं की क्या औकात है😡😡😡💪 #SpeakUpForSSCRailwayStudents",negative
"Best jodi hai bhai, bahut famous hogi Vishwajeet aur Yugal ki Jodi",positive
Love u #khansir Khan sir ka ओरिजिनल नाम फैजल खान है  (Source :- Bihar tak),positive
bhai ayansh singh name ke bache ko 16 carore ki injection ki jarurat hai please uske liye ek vidio banao,positive
Bahut hi achha,positive
Covid. 19 k vaccine k name par OTP aa raha hai  or acount  khali ho raha h,negative
lo phir se aa gya vacancy is baar pass ho jana🤣🤣🤣,negative
Mai Allhabad university ka student hu 20-23 Saran zila se hu,positive
"29 वां कल्प के मालिक के मां का नाम भी गंगा देवी ही है। बहुत सुंदर प्रस्तुति। जय हो हिन्दू धर्म की जय,जय सत्य युग।",positive
#StandUpwithStudents *5 सितंबर को शाम 5 बजे बेरोजगारी के लिए ताली थाली बजाकर विरोध होगा plz सहायता करें* सुना है शोर से हल होंगे सारे मसअले इक दिन सो हम आवाज़ को आवाज़ से टकराते रहते हैं - नोमान शौक़ परिणाम दिखने लगा 😍✌️😀,positive
"जानकारी के लिए बताता हूं महानुभव जी की जाति की गिनती तो होती है लेकिन प्रकाश नहीं होती है, तो वही प्रकाशन की बात हो रही है।",positive
पिछले JSSC CGL के SET पर आपके *सकारात्मक* प्रतिक्रिया के बाद अब *JSSC CGL SET 20* आ गया है। *PDF* के साथ https://youtu.be/eQIWMXCQg3U,positive
Feeling Crazy to See u after a long time.. aap dono hin har video me aaya karo,positive
Ye kya keh rhe hn aap?🤣🤣 Jo sun rhe hn aap....👌👌,positive
जहानाबाद जिला का सबसे सुंदर मंदिर पर जरूर वीडियो बनाइये।,positive
Mja Aa gya 😍😊,positive
अपन मिथिला मैथिली के लिए एक like तो बनता है।।,neutral
विश्वजीत भाई और चाचा जी को जुगलबंदी मस्त होती है.....,positive
Bhai din me 2 video upload kro Mazza aa jata hai chachaji ko dekh ke. Apne bihar ke yaad aa jata hai,positive
mata kirpa karo,positive
मन गदगद हो गया भाई खुशी से,positive
Love from munger ❤ Hum logo ki awaz bankar logo tak pahunchne ke liye,positive
Sabbas mere sher🔥🔥🔥🔥🔥🔥 asi aaj sab logo ke ander honi chahiya 👍👍👍👍👍,positive
Jabardast video bhaiya. Siksha ki haalat sach me bahot kharab hai. Sarkari aur private dono me. Shiksha ab bas ek dhandha ban gya hai. Non deserving ko Teacher bana Diya jaa rha hai. Teachers bhi apna responsibility bhul gye hai  jisse ham jaiso ka future kharab ho rha hai.,negative
अद्वतीय आवाज़ युवाओं का समर्थन करने के लिये आपको बारंबार प्रणाम करता हूं🙏,positive
Bhai... Bhai..super,positive
"इसे कहते हैं भींगा के मारना,, स्वीट बेइज्जती। आप दोनों ने तो आइना दिखा दी। तनिक हम ग़रीब भी कुछ योगदान कर दें, हमारे बिहार को बदहाल करने वाले सभी महापुरुष को कोटि-कोटि नमन, आप ऐसे हीं बर्बाद करें और हम जात-पांत के नाम पर ऐसे हीं आपको अपना बहुमूल्य मत देकर निर्वाचित  करते रहेंगे। बस हमेशा की तरह आशीर्वाद बनायें रखें, नाव बनाने वाली रोज़गार ऐसे हीं प्रदान करते रहें, हाँ और पकोड़ा वाला रोजग़ार के लिए धन्यवाद देना भूल रहे थें, कृपा करके माफ़ कर दीजिए गा🙏",mix
आप सब वीडियो को खूब शेयर कीजिए ❤️,positive
Khan sir hm sblog apke sath h..ar hmara apke charno me sadar pranam 🙏🙏,positive
Ganga company ka mobile number chahiye,positive
भैया बिहार दिवस पर आपका वीडियो नहीं आया बुरा लगा थोड़ा🙏,negative
बहुत बढ़िया प्रस्तुति वर्तमान समय पर उचित🥰🥰🥰🥰🥰,positive
Pitaji or putra dono m gyan kut kut k bharal hai😘😘😘😘😘,positive
Is baar jo students bihar me hai inko election m sarkar ko dikha do.   Student se panga nahi lijiye.,negative
Rambabu ram-⏰🍸🌹🌹🍸🌹🌹🍸 🌹🌹🌹🌹🌹🌹🌹 🌹🌹🌹🌹🌹🌹🌹 🍸🌹🌹🌹🌹🌹🍸 🍸🍸🌹🌹🌹🍸🍸 🍸🍸🍸🌹🍸🍸🍸 🍸🍸🍸🌹🍸🍸🍸 🍸🎁😊❤☺🎁🍸,positive
"श्रीमान मैथिली, भोजपुरी एक स्वतंत्र भाषा है ना कि हिंदी की बोली है आप भारतीय भाषा सर्वेक्षण की किताब को पढ़ें",positive
Maza aa gya bro . last me... dukan ke subscribe kr lelke....,positive
Jehanabad se h bhaiya aap😍,positive
Jo sahodar bhaiya Juli Jha aapko bahut Shubh Pyar,positive
Sia ram ki jay.....  Jai mithla Jay Maithil  dham ki Jay 🙏,positive
Cameraman to  pura maza le rha 😂🤣😂😂🤣,positive
"Aash education ka 1st batch me hamlog padh rahe hai Patna me,super Sir sk Jha",positive
ना हम चोर है🙏 ना हम चोकीदार है🙏 साहब हम तो बेरोजगार है🙏,negative
Jai maa kalika,positive
शिक्षक हमारे समाज के रिढ़ कि हड्डी हैं।कमजोर शिक्षक कमजोर समाज।प्रैक्टिस से परफेक्सन गुरु के अथक प्रयास द्वारा आता है।जय भारत।,positive
जातीय जनगणना तो होना चाहिए तभी तो पता चलेगा किसकी कितनी संख्या है उसी के अनुसार सभी को लाभ मिलना चाहिए,positive
"बहुत बहुत धन्यवाद , ऐसे ही बिहार को आगे बढाते रहिए🙏🙏🙏",positive
Jai shree ram,positive
aap karikh jhumar upload kare,positive
आप दोनों की जोड़ी लाजवाब है,positive
"Video ke Share karke , Aur Channel Ke Subscribe Karwa ke Hamni ke Tani Support Kar dehu ...Kam se Kam 50 Hazaar Views Dilaahu...Tab Humni Aur Badhiyan Badhiyan Web Series Banayibo 🙏🙏🙏🙏🙏🙏 Jay Magadh Jay Bihar Jay Hind .",positive
Islampur (Jaitpur road)  nalanda ka petrol pump ⛽ hai.,positive
Mouka milega toh hum bta denge tumhe kitna like krte h bhai,positive
भाईयो आप लोगो का तो मैं फैन हो गया आप देश हर मुद्दे पर वीडियो बनाते हो भाई आप लोग बकाई अच्छा काम कर रहे है बहुत बहुत धन्यवाद भाई 🙏🙏🙏,positive
Dil ko chhu gya sir ji   I love you ❤❤   Sir ji ko Pranaam 🙏,positive
निःशब्द ।आपने बेरोजगारी का मुद्दा उठाया जिसमें TET पास अभ्यर्थी की तरफ से हार्दिक आभार 🙏,positive
Nitish Kumar bataeye kuch company    bolaay Bihar main,positive
Khan sir zinda baad,positive
हमारी कंपनी बीज़ के साथ साथ बाजार भी उपलब्ध कराती है.. हम बीज़ देते समय ही किसानो से aggrement करते हैं कि हम उत्पादन के बाद फसल को बाजार मुल्य के डेड़ गुणे मुल्य पर खरीद लेंगे,positive
हम लोग आपका वीडियो बहुत देखते है भाई एक dailoge बहुत फेमस है इधर कौची करो हो भैया,positive
"As always ...., good job magadhi boys  Full Awareness ke sath comedy ka tadka..😊👌💯",positive
एकदम सटीक भाई,positive
Luv frm bihar bhaiya ...Ap hmesa sacchai laate ho....,positive
Love u yugal bhaiya and vishvajit pratap bhaiya..... Aap hasate to ho lekin kbhi kbhi rula bhi dete ho.. Ek bar life me aapse milne ki ichha hai or ek selfie lene ki,positive
"ठीक है ,,,,,",positive
एनटीपीसी लेला फूफा😀😀😀,negative
Buhut badhiyah poonam ji,positive
जानकारी... ❤!!,positive
"जय माता दी ,,nice song ,,जय हो पूनम दीदी",positive
Bahut emotional song hai bro ❤️😭😭😭😭,neutral
Bahut Accha bhai aise hi aplog awaz uthaye ..we support u bro🙏,positive
constable ka exam tha daroga ka nahi,negative
एक दम गलत बात है कि भगवान के अच्छा के बिना बालक नहीं होता ये एक दम काल्पनिक बात है,positive
Jay bhim Jay bhim Congratulations 🙏🙏🙏🙏,negative
इस भाषा से जिसको प्यार है वो like kare,positive
NEET ka b hota h preparation yaha??,negative
"jai,mata,di",positive
मुगैर  पुलिस  गुंडा है,positive
मै जे रॉय सर से फिजिक्स पढ़ चुका हूं बहुत मजेदार शिक्षक है।,positive
Jay sri raam  🙏,positive
Haiiii Bihar 🙏🙏🙏,positive
"Is song ka music bahut surila he. Ese hi or bhi lok geey bnaiye, Without electronic music instrument. Classical music instrument far better in lok geet. Isi se Feel aat he.",positive
Bilkul original conversation.... aisa lgta hi nhi h video chl rha h...,positive
सुशांत सिंह राजपूत को उनके पहले पुण्यतिथि पर अश्रुपूर्ण श्रद्धांजलि  😭😭😭😭😭,positive
"jahanabaad me murari jee ke rasgulla, bhai waah pahle to jahanabaad maar kaat k liye famous tha",mix
युगल भईया शादी बियाह पर पूरा जोड़ दे हहु जल्दी हई 😂😂,positive
Step to step leti hai🤣😂🤣😂🤣,negative
Effect of IPL. #bff me ladai,negative
Bauth acha,positive
вhαí tumdσnσ αctíng jhαkαѕѕѕѕѕѕ kαrαtє hσ,positive
Jay mithala jay maithali,positive
सभी सरकार खली इलेक्शन आता है तो बेटियों का बारे में तारीफ के पुल बांधते हैं पर उनकी सुरक्षा के बारे में कोई कदम नहीं उठाते हैं,negative
Love you Bhai ❣️❣️❣️.... Aesai VDO banate rhe...,positive
🙏🌹 Jay Mata Di 🙏🌹,positive
Hamko es larka par garv hai jo hamari bihar ko aage le jayega 👍👍👍,positive
Khan sir jindabad... #support_Khansir.....,positive
हमलोग इतना खुसनसीब है खान सर हमें मिले है हम लोग साथ है खान सर हा एक और बात भईया आप लोग का वीडियो भी ना कमाल का दिल खुश हो गया जय बिहार,positive
जय बिहार,positive
Jay Mithilaa Jay Maithil ❤️😍 Ati sunder aaa Manmohak geet😍❤️,positive
Dislike wale अमीरों की औलाद है जिन्हे कोई मतलब नहीं है क्योंकि उन्हें पैसे की कमी नहीं है,negative
वो दोनो भाई की serious बातें 😭,positive
"Sir location daal diya kro please kaafi help hojagi, video was superb",positive
Class Khali khali dikhai dene lga...  2017 me hmne v class kiya hai sir se..,mix
bahoot dundar geet,positive
"Bhai jitni tarif ki jaye kam hai, lage raho bhai mere shandar jabardast jindabad 👌👌👌👌👌👌👌👌",positive
"Bhaii aao aaplog kbhi bodhgaya.....love from gaya,Bihar 💐❤❤❤",positive
नेताओं के मुँह पे ज़ोरदार थप्पड़ है ये video Jai Bihar,mix
दावे के साथ कह सकता हूँ कि आप दोनो सवर्ण हैं और मुद्दे को भटकाने के मकसद से यह वीडियो बनाए हैं।,negative
सभी गीत प्रेमी श्रोताओं को नमस्कार एवं धन्यवाद,positive
Sir alha udal ka serial banaye please sir,neutral
Like dhoko bhai log mele fuffa ji ke liyea bahut mehant karte h👉👉👉,positive
मैं यह 2014 से सुनते आ रहा हूं अपना मैथिली भाषा सुनने में बहुत अच्छा लगता है हमारी संस्कृति संस्कार धरोहर है आगे भी चलता है यह हमारी मनोकामना है,positive
जय भगवती माँ,positive
Bhai ham apke sath hai Aur khan sir ke sath ❤❤❤,positive
Love Kumar paswan nawada se,positive
Transparent bottle me petrol lena banned hai,positive
Kya baat Bhaiya 😍😍 Vishwajeet=Amarjeet ♥️,positive
Ab yugal aparichit bn jayega aur bridge banane wale engineers ki saamat aane wali hai😁😁😁,negative
भाई आपका वीडियो देखा हमको पसंद आया और आपका चैनल सब्सक्राइब किया और आज से आपका फैमिली हम बन गए 😂😂😂👍,positive
Mast video bhaiya,positive
Bahut badhiyan  ho videowa bhaiya,positive
Maza aa gya durudev,positive
Daroga ban ke paisa lootna hai 😂😂😆,negative
आप सभी बस यही दुआ किजिए की फिर से हमारा देश परचम लहरा सके@olampic @magadhiboys,positive
शानदार जबरदस्त जिंदाबाद। बहुत सुंदर ♥️♥️♥️,positive
चाहे वतन से चाहे सनम से  बहुत बढ़िया प्रस्तुति,positive
Ajj tak big media outlets ne #GDP pe bat kiya nahi kiya. Farmers bill pe bat kiya nahi kiya. New vehicle act pe bhi nhi kiya(gala rat rahi sarkar abb mai kya karuu) #Destroying_indian_democracy. That we got through my sacrifice.. #Aye_hind ye desh tare hawale kar chale hum 🙏🏽,negative
Mahesh Kumar Madhubani,neutral
Jay mata di,positive
Ministry of science and technology पर जाकर अपना प्रोजेक्ट दे और देश को एक होनहार वैज्ञानिक से मिलाएं 🙏🙏🙏🙏,positive
जय हो भाई सभी जनता को चाहिए सरकारो का बिद्रोह करे,negative
SIVAY  MIM PARTY KE ANPAD MUREEDO KE DESH KE SAARE SECULAR MUSALMAN  KHAN SIR KE SAAT HAIN #supportkhansir ❤❤❤❤❤❤❤❤,mix
All the best for this little Scientist... Ek achha Interview lena chahiye tha.... Lekin tm dono ko khud apne bakwas se fursat ni milta... Ese topics pe serious video bnaya kro yrr... Ese Video me Mazaak mat ghusao.. Plz🙏,negative
सभी शिक्षक का पड़ना व्यप्यार बन गया हैं चाहि नौकरी हो या नहीं,negative
बहुत सुंदर कटाक्ष । सर काहे मुंडवाए हुए हैं?,positive
बिनय का रोल बहुत ही जानदार लगा जब उसे अहसास होता है कि बिनय तो वह खुद ही है तो वह किस बिनय को खोज रहा है। बहुत सुंदर प्रयास। अगले अंक की प्रतीक्षा रहेगी।,positive
Bawal hai Bhaiya❤❤,positive
13:40sec to 13:44 sec  Adbhut.... baat bole sir ...,positive
सीरीज अपना रंग पकड़ रहा है। तीसरा का बेसब्री से इंतेज़ार।। 🙏🙏🙏🙏,positive
Jay mata di 🙏🙏🙏🌹,positive
Jiska salary chalu hai uske liye carona hai garib ke liye corona nahi hai,negative
jay ma chhat,positive
बहुत अच्छा लिस्ट हैं.... पहली बार ऐसा लिस्ट देख रहा... .😅😂😂😄😄... पर कोई नहीं सभी को advance में होली की बधाई... 😍😍... जय हो❤ मगधी BOYS के विश्वजीत भैया और युगल भैया के प्रणाम 🙏❤🥰  जय मगध जय बिहार... जय हिंद...🇮🇳,positive
कलाकार को रोकना मुश्किल है। कमाल भैया।,positive
"Wah ho Engineer sahab,Talent to h",positive
"युगल भाई,आप लोग जैसे ही लोग जनता का शासन ला सकते हैं,trust me",positive
Sare legends ek frem me  बिहार की पहली वेब सीरीज वो भी हमारे ही भाषा में  सराहनीय कार्य।,positive
"बाबा के प्रति,प्रेम ही इतना गहरा है कि लोग ,औपचारिकता भूल जाते हैं।j जय भोलेबाबा",positive
Thanks 💪💪💪 magdhi boys💪💪💪 aap log ke chalte ye sab hunar dekhne ko milta hai,positive
Vishwajeet bhaiya mithun chakorborty lagte h,positive
Kya yaar  .ekdm rula  hi diye,positive
बिना भूख लगने वाला टेबलेट ही बनवा दो..या खुद बना लो..जिससे भुखमरी कि समस्या ही खत्म..फालतू के ज्ञान पेलना बंद करो.. गलत को गलत और सही को सही बोलने कि हिम्मत रखो.. Views के लिए कुछ भी मत बोल दिया करो..,negative
Ish bharatvarsh me shirf ek hi army h wo shirf aur shirf India army koi bhem army lauda army nhi h 😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈😈,mix
Andhbhakti ki hadd hai yr tmlog,positive
bhag 3dalo,positive
किसानों के लिए फ़ायदे का सौदा है। दिए गए किसानों के लिए फ़ायदे का सौदा है । नंबर पर संपर्क करके आप मशीन ऑर्डर कर सकते हैं ।9667782200  9610602200  फार्म साथी एग्रो इंडस्ट्री,positive
जय मगध जय मगहिया 😍😘🥰,positive
@jitanrmanjhi  आदरणीय मुख्यमंत्री श्री नीतीश कुमार जी से बिहार की जनता का अपील है कि इस कोरोना काल में गरीबों के मसीहा बन कर उभरें जाप सुप्रीमों आदरणीय श्री पप्पू यादव जी को ये कुर्सी पर बैठे निकम्मे सरकार को इंसाफ देने होंगे!  #PappuYadav Support to #PappuYadav #ReleasePappuYadav,negative
"Pubg Bhale China ka Nahi Hai Lekin Usko Launch Karne wali Company Tencent Chinese hai, aur wo game kisi bhi desh ka ho, ladka sab barbad to ho hi raha hai",negative
bahut sunder bhai,positive
Bhaiya Nalanda district me kaun sa city se hai......reply zaroor dijiyega.....,positive
Khan sir ka interview Bhaiya please ❤️👍🏼🙏,positive
Fir se bpsc ka form bhada jana chahiye aur seating arrangements ko puri tarah se badla jana chahiye,positive
Gjbbb bhai,positive
Maaza to behind the secne me h 😜😜,positive
Kaun madharchod 1 unlike kiya h Randi wlaa,negative
Magadhi bhaiya aaplog Kabhi Khan sir ke pass BHI jaye,positive
आपने तो मेरे दिल की सारी बातें बोल दी श्रीमान जी 😘❤️👍🙏,positive
फोन मे तो कुछ  और ही चल रहा था लेकिन वीडियो मस्त कलंदर है  बिहारी  ब्लॉगर बनने के लिए आपको धन्यवाद 💯💯,positive
2011 me ye gana aaya tha na,neutral
Ye Hamare gao me v lagu hona chahiye tir Daniel,positive
Physics wallah alakh pandey pe bhi videos banaaeye bhai plz .love from bihar,positive
khan sir zindabad...❤️,positive
"कुछ लोग ये बता रहे हैं जो मोदी जी ने स्वच्छता अभियान चलाया वो फेल हुआ,जो कुछ भी माननीय प्रधानमंत्री ने लागू किए वो असफल हुआ, कभी जनता खुद से ये पूछें वे क्या इस अभियान में 1% भी हिस्सा लिया, अगर जनता जागरूक हो जाए तो किसी प्रकार के जागरूकता /अभियान चलाने की आवश्यकता नहीं है।",negative
Magadh university ke section canpalit krwaa dijiye sir😢😢😢😢😢😢,mix
"Jay maa,,राम राम राम",positive
Nitish Babu flyovers bana rahe hai 😂.Wo bhi achhe se nahi banwaye 😂😂.Pata nahi fir bhi log yahi bol rahe hain ki bihar ki govt kaam kar rahi hai 😂😂,negative
Duniya chlega na Shree Ram k Bina Ramji chlega na Hanuman k Bina😍😍😍😍 Superb theme bro thanks for entertaining to us love u bros.......,positive
"Dhanya ho gaya sunkar, jai Sri Siya Ram",positive
"कौन कौन 2023 में ये गाना सुन रहा है, लाइक करो❤❤",neutral
Is sab video upload plz,neutral
support mile to ye log bihar ko new phchan dilayege 🔥🔥,positive
आप अपना कांटेक्ट आनंद महिंद्रा आनंद महिंद्रा जोकि महिंद्रा कंपनी के मालिक हैं उन्हें दिखाएं वह अवश्य ही इस में मदद करेंगे,positive
Superb bhai... uncle jee ka voice mast hai,positive
आप का जवाब नहीं आप की आवाज में जादू हैं . दिलीप दरभंगिया जी ये गाना से आप  ने  पूरा मिथिला लोगो को  दिल जीत लिया 🙏🙏😱😱👌👍,positive
"बहुत शिक्षाप्रद कहानी है। अगर वार्तालाप हिन्दी में कम और मगही / भोजपुरी / या मैथिली में ज़्यादा होता तो और अच्छा लगता। तीनों भाषा में dub करके भी रिलीज़ करने का सोचा जा सकता है, अगर संभव हो तब।",positive
"वीडियो शानदार है, बेशर्म कुमार है।।",mix
😔😔 रुला दिया आपने.....,negative
Mood fresh ker deta hai bhai tera acting....🤣😂😁😀god bless you...,positive
"वाह, विश्वा भईया,,हो कहीं भी आग बस आग जलनी चाहिए 💪💪",negative
Bahut badhiya work bhaiya 🙏🙏🙏🙏🙏,positive
Bhai UP PE BHI EK BANA DO........... 👍    Well done.....,positive
अब तक का अद्भुत वीडियो कोरोना पर,positive
Khan sir youth icon h ..      हमे उनके धर्म और  नाम से कोई फर्क नही पड़ता बस इतना पता है कि खान सर एक अच्छे शिक्षक है और एक पक्के देशभक्त है ।   और खान सर को हमलोग बस अपना गुरु मानते है ।   जय हिंद ।,positive
बात सही बोल रहे है बड़े भाई 🙏🙏🙏👍👍👍,positive
super udit narayan sir ji waaahh😘😘😘😘😘😍😍😍😍 yese hi gaate rahe,positive
Waah bhaiya,positive
बहुत ही अच्छा,positive
मैथिली जैसे मीठी वाणी कही नही,positive
"People Are Really Appreciating Your Videos. Truly Speaking, Humlog Viral Video/Tik Tok Aadi Se Tang Aa Chuke Hai. Aur Shayad Isiliye Bhi Raju Srivastav Bhi Apne Youtube Channel Pe Baat Chit Wala Hi Content Late Hai. Sabse Bari Baat Apke Video Me Dikhaba Nahi Hota Jis Prakar Bihari No.1 Channel Kar Rahe. It Seems They Are Anti-Bihari. Super 30 Wala And Other Videos Me Ye Sabit Ho Chuka  Hai. I Have Unsubscribed Bihari No.1  And Other People Also. Bas Yahi Honesty Rakhiyega To Aur Subscribers Badhenge. Chacha Ji Gyani Hai.Aur Achchi Bate Batatein Hain. Best Wishes:-)",mix
Bhai bhag khatm karte ho to bolna chahiye ki es se agla bhag age sunauga,neutral
Sundar ❤ video isme humare sanskriti ko bachane me v madad milega ❤❤❤ thanks 🙏🙏 u bhaiya,positive
Bhaiya aapne students ki baat suni isi traha Bihar me ho har sector me crrouption ko video ke madhyam se dikhaiye,positive
Education ko bihar ke hi hrek district me support krna chahiye....Yhi se preparation ke liye...Bihar ka rupya bahar bhut kharcha hota hai,positive
Sir dasrat manjhi par video bnaia pls,positive
Jai magadh❤️,positive
सर जी जमशेदपुर वाला में उस बच्ची को उसका बाप ने ही मारा था । क्योंकि उसकी दूसरी पत्नी उसको टार्चर कर रही थी ।।। रेप वाला बात गलत है ।।।,negative
Aapka awaj yani krishna bhagwan ka aadesh  चरण स्पर्श भैया 🙏🙏🙏🙏,positive
I miss dhoni sir bahut yaad aate hai job match dekhta hun,positive
धन्य है आपकी सुर श्री मान्,positive
बहुत ही अच्छे वक्ता हो तुम बिहार के सारे युवा तुम्हारे जैसे सोचे तो कायापलट हो जाय बिहार की,positive
Kisun.sada,neutral
हम धन्य हैं कि हमारे पास खान sir के जैसे Teacher 🙏 hain..... भैय्या आप मगही बोल रहे हो ना 😍 I'm from Bihar 😎🙃,positive
Ye 2019 august me kon kon sun rha hai like kare,positive
Magdhi Boys Ke Instagram Ko Jarur Follow Karein.Or Ye video share Jaroor karein.😊😊😁😍😍.,positive
amazing song  gaon ki yad aagya,positive
Jay Maithil Jay maithala,positive
Bihar ki aawaz ko aise hi buland karte rahiye Mujhe umid h aap sab ko dekh kr sare rajya v ek din aise hi samne aayega. Jai hind jai bihar,positive
Madhepura bihar ka hu. Lekin bachpan se kota m rahta hu. Mujhe maithili nhi aati. Lekin jb bhi ye language sunta hu kuchh ajib sa feel hota h. Mtlb achha lgta he. Mera gaav yaad aa jata he. Isliye mujhe achhe se maithili sikhna h ab. Apke is kaam k liyr bahut bahut dhanywad.🙏🏼,positive
"बिकाऊ मीडिया ,बेकार pm दोनों देश को नोच कर खा गए।",negative
"बहुत बढ़िया भईया , ये महत्वपूर्ण मुद्दा पर वीडियो बनाने के लिए...",positive
Ek baar Khan Sir ka and Rahul Sir ka v lijiye interview,positive
I'm BHAGALPUR se Hun Muhammad Mansoor Alam Raj mistri,positive
Jay chhathi maiya,positive
aap jo kar rahe Ho bo sahi bhaiya well-done bhaiya,positive
Best masala maine use kiya h... Sukh garden masala ❤️❤️❤️❤️❤️,positive
Jo ek disliker hai uska pata lagaea. She/he may be culprit 😂😂,negative
Filipcart aur amazon se le sakte hain...hamni,positive
Waise to BP 120/80 rahna chahie,neutral
वाह मस्त भाई,positive
बेहतरीन,positive
"खान सर  ज्ञान खजाना""(भंडार)है।जिससे सम्पूर्ण भारतवासी का गुजारा होता है।हर कोई कुछ न कुछ उस भंडार से लेकर ही जाता है,और खुशी इस बात की है वो भंडार कभी समाप्त नही होगा।❤️🙏🙏",positive
विस्वजीत भईया बिहार टीचर scam पर वीडियो बनाये,positive
Baba Ji ko pranam... 🙏🙏Aapko Dhanyavaad Bhaiya Ji 🙏🙏,positive
Kum kum mishra diii... Waah kya voice hai aapki... 👌👌👌🥰🥰❤❤🙏🙏Aur ye video me Acting karne wale and wali jisme kum kum di... Khud bhi thi... Mind blowing 👌👌👌🙏🙏🙏,positive
jai ho,positive
"Love you 💕 भाई,,, सैल्यूट हैं आपको",positive
मैथिली नाच प्रोग्राम मिथिला का धरोहर है श्यामसुंदर ठाकुर जी को कोटि-कोटि प्रणाम जो इस नाच प्रोग्राम में रुदल महाराज की रोल में मैं उनको हार्दिक  दिल से अभिनंदन करता हूं,positive
मगध के इस घनानंद का अविमान तोड़ने के लिये चन्द्रगुप्त का आना अब बहुत जरूरी हैं .,positive
"नीतीश कुमार एक काम करो , बेरोजगारों को रोजगार दो, नही तो हमे हमारा बिहार दो...",negative
"Khan Sir, हमलोग हमेशा आपके साथ हैं, 😭 plz Sir आप हमलोग को  हमेशा मार्गदर्शन देते रहे । लव यू सर जी 😭❤️❤️",positive
Super song music video bhai,positive
मोदी का हाल एक दिन गद्दाफ़ी की तरह होगा। जिस तरह उसको आम जनता ने एक दिन दौड़ा दौड़ा कर मार डाला । उसी तरह इसका हाल होगा😠,negative
मां को चरण स्पर्श❣️🙏,positive
"Ham bakhtiyaar, athmalgola se hai aap jaante ho 😃😃😃",positive
Such a lovely story 😊 Vishwa bhiya ka expression ✨😎 Still m smiling 🤣 And thanx to the team jinhone Patna ko itni achhi tarah se filmaye 🙏,positive
